,Text,Label,ID,Offsets
16366,We are a clinical-stage immunotherapy company with next-generation in vivo approaches designed to enable the body's immune system to fight disease.,About,article_00790.pre.xmi:004,"[{u'text': 'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'immunotherapy', u'endOffset': 37, u'beginOffset': 24, u'label': u'ProductService'}]"
2106,The philosophy of Creative is to be recognized as the best supplier of plastic extrusion systems worldwide.,None,article_00103.pre.xmi:010,[]
2679,Passionate.,None,article_00130.pre.xmi:002,[]
10953,"Weaving the thread of strategy through all aspects of project development ensures that projects deliver full value, and remain nimble to evolving policy and market contexts.",None,article_00524.pre.xmi:009,[]
12880,For more information please contact our procurement team via email at Procurement.GMB@moneyadviceservice.org.uk,None,article_00619.pre.xmi:044,[]
13591,The emergence and spread of deadly viruses and antimicrobial resistant bacteria and parasites remain critical threats to human health.,None,article_00658.pre.xmi:006,[]
1387,Connect via LinkedIn,None,article_00075.pre.xmi:019,[]
16395,Tom Woolf - Founder & CEO,None,article_00791.pre.xmi:020,[]
16101,Other Charities,None,article_00776.pre.xmi:018,[]
15177,Every engineer has 10 to 20 years' experience in the telecoms sector.,None,article_00736.pre.xmi:006,[]
16381,Funding,None,article_00791.pre.xmi:006,[]
7083,Search,None,article_00333.pre.xmi:001,[]
13364,"Our team has an impressive track records of success and includes: technologists, marketers and operators, and market model, mar-tech, ad-tech and fin-tech experts.",None,article_00648.pre.xmi:013,[]
13192,High-Quality,None,article_00639.pre.xmi:010,[]
14045,"Encourage long term, strategic decision making",None,article_00680.pre.xmi:022,[]
1279,"Haydale Limited, based in South Wales, and housed in a purpose built facility for processing and handling nano-materials with a laboratory facility,  is facilitating the application of graphenes and other nano-materials in fields such as inks, sensors, energy storage, photovoltaics, composites, paints and coatings.",About,article_00068.pre.xmi:004,"[{u'text': u'Haydale Limited', u'endOffset': 15, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'processing and handling nano-materials', u'endOffset': 120, u'beginOffset': 82, u'label': u'ProductService'}]"
13221,We strive to make the customization process as easy (and fun) as possible.,None,article_00639.pre.xmi:039,[]
804,"We can offer full turnkey manufacturing, or just design and concept using scent technology and then you use your own manufacturers.",None,article_00042.pre.xmi:067,[]
14596,© 2017 Hospital Couriers Corporation All rights reserved.,None,article_00709.pre.xmi:015,[]
1555,Steam is available in 237 countries and 21 different languages.,None,article_00080.pre.xmi:020,[]
16137,"Whilst advances in veterinary medicine mean we can do more for your pet, treatment costs can soon mount up.",None,article_00776.pre.xmi:054,[]
11382,I can thoroughly recommend Unbolted.,None,article_00544.pre.xmi:038,[]
4566,How Fast Can I Rent My Property?,None,article_00225.pre.xmi:001,[]
12994,Intuitively valuable and secure.,None,article_00629.pre.xmi:020,[]
16392,Prosperity,None,article_00791.pre.xmi:017,[]
4841,"Committed to good practice in HR, she strives to provide pragmatic and balanced advice and has great awareness of Corporate Social Responsibility.",None,article_00232.pre.xmi:069,[]
3594,Our mission,None,article_00180.pre.xmi:005,[]
6035,OUR UNIQUE TECHNOLOGY,None,article_00281.pre.xmi:001,[]
6852,"Prior to joining Starbucks, she was a partner in a consulting practice, and a college professor.",None,article_00319.pre.xmi:029,[]
15150,"Having launched and scaled a successful start-up business, Sharpe knows the market inside out and is on a mission to take the Startups' brand to new heights.",None,article_00735.pre.xmi:020,[]
10112,They even brought their friends along.,None,article_00485.pre.xmi:013,[]
8705,"Dubset Media is a technology solutions company for the music industry, and we love what we do.",None,article_00414.pre.xmi:003,[]
4177,"510 Walnut Street, 9th Floor, Philadelphia, PA 19106",None,article_00206.pre.xmi:012,[]
15035,"Providing Human Capital Management Solutions since 1998 to Washington, DC and Baltimore area employers",About,article_00730.pre.xmi:002,"[{u'text': u'Human Capital Management Solutions', u'endOffset': 44, u'beginOffset': 10, u'label': u'ProductService'}, {u'text': u'Washington, DC and Baltimore', u'endOffset': 87, u'beginOffset': 59, u'label': u'MarketLocation'}]"
1308,"Through Wrapifyâs disruptive out-of-home (OOH) advertising platform, the sharing economy and technology, we connect drivers and brands to create powerful on-vehicle marketing messages.",About,article_00070.pre.xmi:003,"[{u'text': u'Wrapify\xe2\x80\x99s', u'endOffset': 19, u'beginOffset': 8, u'label': u'Company'}, {u'text': u'out-of-home (OOH) advertising platform', u'endOffset': 69, u'beginOffset': 31, u'label': u'ProductService'}]"
13859,"I must be one of your happiest clients!""",None,article_00673.pre.xmi:017,[]
9106,Company Profile,None,article_00433.pre.xmi:002,[]
3452,"At BrightStar Care, our mission is to go above and beyond to truly deliver A Higher Standard of Care and nothing less.",None,article_00173.pre.xmi:015,[]
3695,"With a Management team comprised of proven company and mine builders, shareholders are poised to capitalize on First Majestic's rapid evolution into a world class silver producer.",None,article_00184.pre.xmi:032,[]
4242,"""I am extremely impressed with how quickly you processed our loans and how smoothly the signing was handled.""",None,article_00209.pre.xmi:029,[]
11348,I had urgent legal bills for a barrister to issue an injunction and your service delivery was excellent - if only I knew it was that painless and friendly.,None,article_00544.pre.xmi:004,[]
2198,About Us,None,article_00108.pre.xmi:002,[]
8966,"Dr. Guan is an authority in signal transduction in regulation of cell growth, organ size control and tumorigenesis.",None,article_00425.pre.xmi:027,[]
4425,DiamondCorp is committed to the empowerment objectives of the Mineral Development Act.,None,article_00216.pre.xmi:001,[]
6150,"Owning a premium .com gives you great benefits including better SEO, name recognition, and providing your site with a sense of authority.",None,article_00285.pre.xmi:018,[]
14289,Nude by Nature does not support testing on animals of any kind.,None,article_00693.pre.xmi:009,[]
943,"Macmillan Cancer Support – a charity that provides practical, medical and financial support to families suffering from cancer.",About,article_00049.pre.xmi:034,"[{u'text': u'Macmillan Cancer Support', u'endOffset': 24, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'charity', u'endOffset': 36, u'beginOffset': 29, u'label': u'ProductService'}, {u'text': u'practical, medical and financial support to families suffering from cancer', u'endOffset': 125, u'beginOffset': 51, u'label': u'ProductService'}]"
822,"PDT is a treatment that uses light sensitive compounds, or photosensitizers, that, when exposed to specific wavelengths of light, act as a catalyst to produce a form of oxygen that induces local tumor cell death.",None,article_00043.pre.xmi:004,[]
15070,"ABOUT US -  Read on for our Company History, Team, New/Announcements, and Upcoming Conferences.",None,article_00732.pre.xmi:001,[]
5005,"Spends 33% of his time on UX, 33% on marketing, and 33% as an engineer.",None,article_00239.pre.xmi:088,[]
6612,"- Eric, 2/21/2017",None,article_00311.pre.xmi:023,[]
12469,"Uncorkd's focus is on improving the experience throughout the chain, from diner to restaurant to supplier.",None,article_00602.pre.xmi:012,[]
8356,We believe that beautiful Spaces can inspire your team or clients to make brilliant things happen,None,article_00391.pre.xmi:005,[]
5619,Nik has a degree in pharmacy and a PhD on the design and synthesis of bivalent ligands for adrenergic receptors.,None,article_00260.pre.xmi:018,[]
4547,"Through its more than 72,000 colleagues worldwide, Aon unites to empower results for clients in over 120 countries via innovative risk and people solutions.",None,article_00223.pre.xmi:016,[]
12175,"The original offices were headquartered in Enola, PA. Today, the Netrepid offices and privatel owned data center are both located in the Vartan Business Park in Harrisburg, PA.",None,article_00585.pre.xmi:023,[]
2538,from the University of Iowa and an M.B.A. and Ph.D. from the University of Kansas.,None,article_00124.pre.xmi:062,[]
15149,"CEO of Startups.co.uk, Titus Sharpe is also co-founder and CEO of one of the UK's fastest growing tech firms; MVF.",None,article_00735.pre.xmi:019,[]
11383,"Lyme Regis, Dorset",None,article_00544.pre.xmi:039,[]
9503,"While semi-transparent power generating windows hold widely applicable potential, the greenhouse application held an especially alluring quality.",None,article_00452.pre.xmi:010,[]
5207,"Alex is our Demand Generation Manager, responsible for driving inbound growth and muscle behind new creative campaigns.",None,article_00246.pre.xmi:028,[]
16141,Our online symptom checker helps you decide how quickly you should seek veterinary attention for your pet.,None,article_00776.pre.xmi:058,[]
15309,"Previously, Tom served as the Chief Financial Officer for Rock.com, WinWin Technologies and Churchill Coatings Corporation and was co-founder of Catapult Records.",None,article_00739.pre.xmi:041,[]
13575,Website Links,None,article_00657.pre.xmi:030,[]
3054,About us - CommBank,None,article_00150.pre.xmi:003,[]
3675,"First Majestic's third operating mine, the San Martin Silver Mine, was also acquired in 2006 and recently underwent an expansion from 950 tpd to 1,300 tpd.",None,article_00184.pre.xmi:012,[]
7776,"The results were amazing I got my first lead last week which turned into a $995,000 sale!!!",None,article_00367.pre.xmi:028,[]
7218,"Cuscowilla Golf Academy Learning Center - Home to PGA Tour Instructor, John Tillery",None,article_00341.pre.xmi:007,[]
6722,"With a Bachelor of Business Degree and formal qualifications in accounting as a CPA, Mark's role before recently joining Cudeco was six years as the CEO of the Walz Group, an industrial construction company servicing the resources sector of Australia and PNG.",About,article_00315.pre.xmi:004,"[{u'text': u'Walz Group', u'endOffset': 170, u'beginOffset': 160, u'label': u'Company'}, {u'text': u'industrial construction company', u'endOffset': 206, u'beginOffset': 175, u'label': u'ProductService'}, {u'text': u'resources sector', u'endOffset': 237, u'beginOffset': 221, u'label': u'MarketSegment'}, {u'text': u'Australia and PNG', u'endOffset': 258, u'beginOffset': 241, u'label': u'MarketLocation'}]"
3300,Conduct a FREE Online Energy Audit of Your Home with the MIT Award Winning My Energy Expert Application.,None,article_00161.pre.xmi:001,[]
3310,Azoto Energy Services Ltd. Was formed in 2015 with the objective of becoming Canada's largest Nitrogen service company for Plant & Process Services (PPS) .,About,article_00162.pre.xmi:003,"[{u'text': 'Azoto Energy Services Ltd.', u'endOffset': 26, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'Canada', u'endOffset': 83, u'beginOffset': 77, u'label': u'MarketLocation'}, {u'text': 'Nitrogen service', u'endOffset': 110, u'beginOffset': 94, u'label': u'ProductService'}, {u'text': 'Plant & Process Services (PPS)', u'endOffset': 153, u'beginOffset': 123, u'label': u'MarketSegment'}]"
15096,Univ.,None,article_00732.pre.xmi:027,[]
7221,Lighted Har-Tru Tennis Courts,None,article_00341.pre.xmi:010,[]
8519,"Ted is responsible for all functions related to accounting, purchasing, human resources, office management, and sales support administration.",None,article_00401.pre.xmi:031,[]
14078,"The distribution centre in Noordwijk, the Netherlands, is supplied with freshly harvested roses from Ecuador and Ethiopia every day.",None,article_00681.pre.xmi:032,[]
10682,PRESIDENT'S MESSAGE,None,article_00509.pre.xmi:048,[]
14294,Ones without harmful toxins and chemicals we can't pronounce.,None,article_00693.pre.xmi:014,[]
14295,So why don't we look for the good in our makeup too?,None,article_00693.pre.xmi:015,[]
5954,Laura is the company's CTO responsible for technology strategy and operations.,None,article_00280.pre.xmi:010,[]
10998,Since go live in 2005 the working relationship between Durham Regional Police and Versaterm has been exceptional.,None,article_00526.pre.xmi:009,[]
12600,Come do the right thing with us.,None,article_00607.pre.xmi:010,[]
832,Overview,None,article_00044.pre.xmi:004,[]
11271,"EVP/Chief Strategy Officer, Rentrak Corp.",None,article_00540.pre.xmi:029,[]
3462,Each BrightStar Care® franchise office is independently owned and operated.,None,article_00173.pre.xmi:026,[]
13489,"Our services include: spare parts supply, and build-own-operate (BOO) and maintenance contracts, technical audits, leased water treatment systems, technical training, and remote monitoring.",About,article_00654.pre.xmi:004,"[{u'text': 'Our', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'spare parts supply, and build-own-operate (BOO) and maintenance contracts, technical audits, leased water treatment systems, technical training, and remote monitoring', u'endOffset': 188, u'beginOffset': 22, u'label': u'ProductService'}]"
15841,"Founded in September 2011 as an employee-owned boutique firm, Alpha Quant was formulated in an effort to provide innovative investment solutions to institutional, high-net-worth and individual clients.",About,article_00766.pre.xmi:005,"[{u'text': u'boutique firm', u'endOffset': 60, u'beginOffset': 47, u'label': u'ProductService'}, {u'text': u'Alpha Quant', u'endOffset': 73, u'beginOffset': 62, u'label': u'Company'}, {u'text': u'institutional, high-net-worth and individual clients', u'endOffset': 200, u'beginOffset': 148, u'label': u'MarketProfile'}]"
7643,"Her communication skills have earned 1st place at EMU Skandalaris Business Competition, 2nd Place at the Michigan Business Competition and 3rd place at the GLEQ Emerging Company Competition.",None,article_00360.pre.xmi:024,[]
54,"Blackstone has a long history of successfully investing in energy infrastructure projects that deliver significant public benefits, including projects that lower generation costs, improve reliability and are environmentally friendly.",About,article_00004.pre.xmi:015,"[{u'text': 'Blackstone', u'endOffset': 10, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'energy infrastructure projects', u'endOffset': 89, u'beginOffset': 59, u'label': u'MarketProfile'}, {u'text': 'deliver significant public benefits, including projects that lower generation costs, improve reliability and are environmentally friendly', u'endOffset': 232, u'beginOffset': 95, u'label': u'ValueProposition'}]"
14422,"PharmaCannis strives to enhance the lives of patients through quality products and impeccable service, while maintaining a clean, safe, and peaceful environment.",About,article_00700.pre.xmi:007,"[{u'text': 'PharmaCannis', u'endOffset': 12, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'patients', u'endOffset': 53, u'beginOffset': 45, u'label': u'MarketProfile'}, {u'text': 'quality products and impeccable service', u'endOffset': 101, u'beginOffset': 62, u'label': u'ValueProposition'}]"
12256,Sustainable development lies at the heart of Viadux Water Network Solutions' corporate culture.,None,article_00589.pre.xmi:014,[]
3451,"The care we provide empowers our clients to live well at every stage of life and in every setting, and gives them, their families and their loved ones the support they need to get the most out of life.",None,article_00173.pre.xmi:014,[]
6305,Mitch Rosenberg,None,article_00295.pre.xmi:013,[]
10093,"Irvine help you redefine and achieve The New Normal when it comes to your ""Insurance & Benefits Service Model.""",About,article_00484.pre.xmi:013,[]
1481,"His areas of expertise include utility relations, regulation, land evaluation, interconnections and zoning process.",None,article_00078.pre.xmi:036,[]
4873,Easy to work with.,None,article_00235.pre.xmi:001,[]
13087,"Since 1977, Maryland-based Critical Power USA (previously operated under the name System Engineering International) has dominated the Mid-Atlantic market, offering critical power services and solutions to small, medium and large businesses.",About,article_00632.pre.xmi:044,"[{u'text': u'Critical Power USA', u'endOffset': 45, u'beginOffset': 27, u'label': u'Company'}, {u'text': u'Mid-Atlantic market', u'endOffset': 153, u'beginOffset': 134, u'label': u'MarketSegment'}, {u'text': u'critical power services and solutions', u'endOffset': 201, u'beginOffset': 164, u'label': u'ProductService'}, {u'text': u'small, medium and large businesses', u'endOffset': 239, u'beginOffset': 205, u'label': u'MarketProfile'}]"
8038,DEPENDABILITY,None,article_00378.pre.xmi:024,[]
12342,"This enables HCR to harness and provide best in breed and government approved infrastructure, platforms and process.",None,article_00592.pre.xmi:006,[]
3335,We're confident that we will exceed your expectations.,None,article_00163.pre.xmi:016,[]
6016,"He is an investor in M-Files, MariaDB and Veracode.",None,article_00280.pre.xmi:072,[]
4926,We are a small entrepreneurial team focused on making it easier for you to go from A to B.,None,article_00239.pre.xmi:009,[]
9138,Learn more about individual and family services .,None,article_00434.pre.xmi:026,[]
5797,Adaptability to multiple feedstock choices,None,article_00272.pre.xmi:020,[]
11485,"drchrono enables physicians and health-care professionals to utilize the latest technology to gain efficiency, reduce costs and create patient loyalty.",About,article_00549.pre.xmi:011,"[{u'text': u'drchrono', u'endOffset': 8, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'physicians and health-care professionals', u'endOffset': 57, u'beginOffset': 17, u'label': u'MarketProfile'}, {u'text': u'gain efficiency, reduce costs and create patient loyalty', u'endOffset': 150, u'beginOffset': 94, u'label': u'ValueProposition'}]"
10353,"We offer a digital platform to meet the education, communication, and rehabilitation needs of justice-involved people and their loved ones.",About,article_00497.pre.xmi:010,"[{u'text': 'offer a digital platform to meet the education, communication, and rehabilitation needs of justice-involved people and their loved ones', u'endOffset': 138, u'beginOffset': 3, u'label': u'Purpose'}]"
5232,"Previously she worked as a Support Magician at Toronto startup Influitive, and she has a variety of experience in building connections with people.",None,article_00246.pre.xmi:053,[]
5083,Drilling and Completion contractors face strong pressure to accept unprecedented indemnity language to attract work.,None,article_00243.pre.xmi:013,[]
6645,Adam Nash CEO of Wealthfront,None,article_00313.pre.xmi:013,[]
12481,Uncorkd is dedicated to creating the best restaurant technology in the world.,About,article_00602.pre.xmi:024,"[{u'text': 'Uncorkd', u'endOffset': 7, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'creating the best restaurant technology in the world', u'endOffset': 76, u'beginOffset': 24, u'label': u'Purpose'}]"
11249,4 years with CMD,None,article_00540.pre.xmi:007,[]
5490,Darron's early career focused on advanced manufacturing development (turbomachinery) within GEC plc.,None,article_00252.pre.xmi:019,[]
14925,"He manages several functions within the company including project, operations, and facilities management.",None,article_00725.pre.xmi:017,[]
768,"When properly utilized Signature Scents can trigger those controlled instant, emotional, visceral reactions.",None,article_00042.pre.xmi:031,[]
2065,We believe everything starts with you and what you want to achieve,None,article_00101.pre.xmi:005,[]
16117,A responsible part of pet ownership is to help your companion maintain healthy teeth and gums.,None,article_00776.pre.xmi:034,[]
11687,Loved catching up with our friends at @indiebio today.,None,article_00560.pre.xmi:003,[]
7311,The PWA staff is comprised of financial and insurance professionals who have more than 100 years of combined experience.,None,article_00345.pre.xmi:049,[]
8477,"Alberta Nano-Monitoring Systems Ltd. (ANMS), through its subsidiary   PML – Particle Monitoring Technologies Ltd. of Israel,  has developed and patented a breakthrough in-process nano particle analyzer.",About,article_00399.pre.xmi:003,"[{u'text': u'PML \u2013 Particle Monitoring Technologies Ltd.', u'endOffset': 113, u'beginOffset': 70, u'label': u'Company'}, {u'text': u'developed and patented a breakthrough in-process nano particle analyzer', u'endOffset': 201, u'beginOffset': 130, u'label': u'ProductService'}]"
16602,"He has been heavily involved with the Industrials, Mining, Chemicals and Basic Materials and Business Services industries.",None,article_00796.pre.xmi:036,[]
4524,info@sunlink.com,None,article_00222.pre.xmi:003,[]
11568,"As chief commercial officer, Todd Krause leads Blue Pillar's global sales, marketing and operations organizations to accelerate the company's market momentum and strengthen customer relationships.",None,article_00551.pre.xmi:040,[]
10524,"Prior to joining Entercoms, he has worked with other industry leading companies such as IBM, Emptoris, Zensar Technologies, and Bharti Airtel.",None,article_00505.pre.xmi:031,[]
2717,Revlo's vision is to help people do more of what they love – streamers and viewers alike.,About,article_00132.pre.xmi:002,"[{u'text': u'Revlo', u'endOffset': 5, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'help people do more of what they love \u2013 streamers and viewers alike', u'endOffset': 88, u'beginOffset': 21, u'label': u'Purpose'}]"
2079,This is a niche market and we work with a panel of market leading providers with the expertise to deliver for our clients.,None,article_00101.pre.xmi:019,[]
11581,"Prior to Echelon, Kim worked in the cybersecurity market for nearly 15 years where she served as vice president of marketing for a number of companies including Reconnex, a venture-backed start-up she co-founded, which was later acquired by McAfee.",None,article_00551.pre.xmi:053,[]
8914,"Dr. Cohn's research has been primarily in the area of energy and environmental technology, particularly involving applications of plasmas.",None,article_00423.pre.xmi:047,[]
951,"Nick Ockwell, CIO, Exeter Finance Corp",None,article_00049.pre.xmi:042,[]
8058,"Gasco has 80 years of combined gas detection, analytical instrumentation and sample handling.",None,article_00378.pre.xmi:044,[]
2482,"Today, there are over 28 million small business owners who drive 46% of America's GDP and employ over half our workforce.",None,article_00124.pre.xmi:006,[]
10454,Some borrowers need more help than others.,None,article_00502.pre.xmi:039,[]
9181,"Indian cotton farmers must defend their crops from bollworms, Kenyan corn farmers must protect their plants from stalk borers, and Australian wheat growers must beat back beetles.",None,article_00438.pre.xmi:013,[]
11404,Pleasure to do business with.,None,article_00544.pre.xmi:060,[]
1759,"""Although I have only been a member for a short time, the energy and variety of each meeting is outstanding.",None,article_00086.pre.xmi:026,[]
9984,VP of Business Development,None,article_00480.pre.xmi:032,[]
4422,The company's unique semi-virtual business model provides experienced leadership and in-house R&D staff thereby streamlining operations and containing cost.,About,article_00215.pre.xmi:011,"[{u'text': u'company', u'endOffset': 11, u'beginOffset': 4, u'label': u'Company'}, {u'text': u'streamlining operations and containing cost', u'endOffset': 155, u'beginOffset': 112, u'label': u'ValueProposition'}]"
6704,"Our proprietary Wind Analytics software will determine if wind is right for you, and model how much you can expect to save – and we guarantee those numbers.",None,article_00314.pre.xmi:007,[]
13671,"Rich, local device management",None,article_00664.pre.xmi:016,[]
9916,Our Vision,None,article_00479.pre.xmi:006,[]
5182,The Company,None,article_00246.pre.xmi:003,[]
14811,Our strategy,None,article_00720.pre.xmi:007,[]
8533,He did his dermatology training at the University of Wisconsin-Madison.,None,article_00402.pre.xmi:011,[]
3701,"With locations across North America, and in Europe, the Dicalite/Dicaperl group of companies includes Dicalite-Europe, the worlds largest perlite filter aid production facility.",None,article_00185.pre.xmi:004,[]
4243,Meet The Team,None,article_00209.pre.xmi:030,[]
688,ISPA Best Business Broadband 2016 Winner,None,article_00038.pre.xmi:018,[]
3432,Over the past 20 years she developed a diverse background working with both start-ups and large multi-national corporations.,None,article_00172.pre.xmi:006,[]
13395,"DGO has a head office in Birmingham, Alabama and was incorporated in England and Wales as a public limited company on 31 July 2014 by its founders, Robert Hutson Jr. and Robert Post.",None,article_00649.pre.xmi:009,[]
4944,Jacqueline is our Front-line Customer Service and Dispatch Manager.,None,article_00239.pre.xmi:027,[]
966,We teach people how health insurance works (and doesn't work).,None,article_00050.pre.xmi:011,[]
16419,This could be you,None,article_00791.pre.xmi:044,[]
16091,"Our mission is simple: by treating you and your pets as members of our family, we aim to deliver amazing client and patient care in order to become the nation's favourite vet.",None,article_00776.pre.xmi:008,[]
10395,First use of MTF (Modulation Transfer Function) for quality control of lens production,None,article_00500.pre.xmi:013,[]
2713,"San Bruno, CA",None,article_00131.pre.xmi:018,[]
4757,"In 1996, the Evansville Surgery Center completed development of a second site, and opened the Evansville Surgery Center – Deaconess Campus.",None,article_00230.pre.xmi:011,[]
13290,"Receive a âthanksâ in reply within seconds, not days.",None,article_00642.pre.xmi:012,[]
12350,Charlotte Argyle,None,article_00592.pre.xmi:014,[]
16189,You need to wait until soil has sufficiently cooled before applying any kind of fertilizer in the fall.,None,article_00777.pre.xmi:018,[]
6320,Dr. Bers is from Argentina.,None,article_00295.pre.xmi:028,[]
13472,'Bell & Co' is the trading name of A H Bell & Co (Insurance Brokers) Ltd.,None,article_00652.pre.xmi:016,[]
5975,svp product strategy,None,article_00280.pre.xmi:031,[]
3572,Anna Stork is a co-founder of LuminAID Lab.,None,article_00179.pre.xmi:015,[]
12997,"Can be integrated into existing company products, or physically provided to users.",None,article_00629.pre.xmi:023,[]
5299,"Strong partnership and vendor relationship skills working closely with Fortune 100 technology companies such as Oracle, Microsoft, Google, Sun, HP, NEC, Motorola, Ericsson, SAP, Siemens, Accenture, among others.",None,article_00248.pre.xmi:029,[]
1990,National Housing Trust: Lead underwriter for multi-family housing projects and a capital partner providing project financing.,None,article_00096.pre.xmi:047,[]
12312,2016 NFT is recognized as one of Colorado's Companies to Watch in 2016!,None,article_00591.pre.xmi:035,[]
12951,"Nurego was founded by a team of seasoned technology industry professionals, with proven expertise in subscription based management and cloud services.",None,article_00627.pre.xmi:007,[]
1205,"Apart from Washington State University, the company is working with Innovate Washington based out of Spokane, WA.",None,article_00062.pre.xmi:015,[]
13490,"At Aquatech, we strive to provide technological leadership and performance excellence to the global water industry, and support our customers with service excellence and sustainable solutions.",About,article_00654.pre.xmi:005,"[{u'text': 'Aquatech', u'endOffset': 11, u'beginOffset': 3, u'label': u'Company'}, {u'text': 'global water industry, and support our customers with service excellence and sustainable solutions', u'endOffset': 191, u'beginOffset': 93, u'label': u'MarketLocation'}]"
13050,"Critical Power USA enables its customers to focus on their core business by guaranteeing the safe, efficient and sustained operation of their critical power systems.",About,article_00632.pre.xmi:007,"[{u'text': u'enables its customers to focus on their core business by guaranteeing the safe, efficient and sustained operation of their critical power systems', u'endOffset': 164, u'beginOffset': 19, u'label': u'ValueProposition'}]"
4971,"When not doing that, he can be found in the kitchen looking for food.",None,article_00239.pre.xmi:054,[]
16437,There may be a fee for mortgage advice.,None,article_00792.pre.xmi:007,[]
13226,"We hand-craft each piece, after you order.",None,article_00639.pre.xmi:044,[]
6783,Order products and get quotes instantly with our online ordering system.,None,article_00316.pre.xmi:020,[]
3600,Powervault was founded in 2012 by Sustainable Venture Development Partners and continues to receive its support.,None,article_00180.pre.xmi:011,[]
6490,"Our high-performance filters are based on our proprietary adsorptive ColorfilTM coating technology capable of removing toxic chemicals and odors from air, killing viruses, bacteria, and mold.",None,article_00306.pre.xmi:009,[]
8609,Gunnison Copper will employ the in-situ extraction method to extract copper via a proven system that is both economically efficient and environmentally friendly.,None,article_00409.pre.xmi:002,[]
16633,"Peter has worked for extended periods in Ireland, UK, Netherlands, Middle East, India, Korea and Vietnam.",None,article_00796.pre.xmi:067,[]
15365,KemCreate™ - Giving Formulators & Developers a Headstart,None,article_00743.pre.xmi:015,[]
8070,Environmental Focus,None,article_00379.pre.xmi:010,[]
8577,"Over the last decade, Vista has quickly grown to become one of the largest window manufacturing companies in America, consistently making the Inc. 500I5000 list of fastest-growing private companies.",About,article_00405.pre.xmi:006,"[{u'text': 'Vista', u'endOffset': 27, u'beginOffset': 22, u'label': u'Company'}, {u'text': 'window manufacturing', u'endOffset': 95, u'beginOffset': 75, u'label': u'ProductService'}, {u'text': 'America', u'endOffset': 116, u'beginOffset': 109, u'label': u'MarketLocation'}]"
7973,"In his previous assignments, Deepak held various leadership roles in Operations in global organizations.",None,article_00376.pre.xmi:040,[]
15808,"We strive to deliver the most optimal solution, not the most expensive one, and solve your business problem in the most efficient and effective manner.",None,article_00763.pre.xmi:016,[]
1625,"""XL Hybrids epitomizes an Energy Innovation Pioneer.",None,article_00082.pre.xmi:036,[]
536,VP of Design,None,article_00029.pre.xmi:036,[]
14579,Our investment process is designed to capitalize on our intellectual capital and disciplined approach to decision making.,None,article_00708.pre.xmi:031,[]
8766,"Refractory liners protect plant equipment from corrosion, erosion, and extreme temperatures.",None,article_00418.pre.xmi:004,[]
7970,Sr. Vice President,None,article_00376.pre.xmi:037,[]
13224,Call us for more information.,None,article_00639.pre.xmi:042,[]
4212,"I mean, products that revolutionize the whole coffee industry don't come along every day.",None,article_00208.pre.xmi:018,[]
6456,Our Technology,None,article_00304.pre.xmi:012,[]
3507,Let's Clear the Air!,None,article_00175.pre.xmi:002,[]
8393,To increase the use and impact of quality in response to the diverse needs of the world.,About,article_00392.pre.xmi:013,"[{u'text': u'To increase the use and impact of quality in response to the diverse needs of the world', u'endOffset': 87, u'beginOffset': 0, u'label': u'Purpose'}]"
9524,Have Fun Every Day,None,article_00453.pre.xmi:016,[]
7112,"We jot down the time of the play during the game, then go back and grab the replays after the game.",None,article_00334.pre.xmi:009,[]
11694,#winelover #vino #chemistry #science #foodscience #winescience #sf #sfbayarea #winetime,None,article_00560.pre.xmi:010,[]
2708,"I was looking for a second job, and thought 'Is someone really going to rent out my space?'",None,article_00131.pre.xmi:013,[]
14222,We are doing this with our real-time energy balancing and distributed control system – a transformative platform that is fundamentally changing the power industry.,About,article_00689.pre.xmi:004,"[{u'text': u'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'real-time energy balancing and distributed control system', u'endOffset': 84, u'beginOffset': 27, u'label': u'ProductService'}, {u'text': u'power industry', u'endOffset': 162, u'beginOffset': 148, u'label': u'MarketSegment'}]"
5031,About,None,article_00240.pre.xmi:014,[]
6514,Whereas Companies from around the world can list on Direct Private Offers and offer securities under the US Federal Prospectus and Registration Exemption Regulation D 506 (c).,None,article_00307.pre.xmi:010,[]
4662,This position comes with responsibility for overseeing all aspects of the Operation as well as maintaining an efficient Inside Sales environment.,None,article_00226.pre.xmi:040,[]
4021,"Ulthera filed to go public in January, 2014, before being acquired by Merz Pharma, out of Frankfurt Germany in July, 2014, for $600M, representing 6.6X trailing twelve months sales.",None,article_00201.pre.xmi:036,[]
